row_id,timestamp,meter_id,region,customer_type,planned_maintenance,consumption_kwh,prediction,is_validated,fold,error,residual,abs_error,squared_error,hour,dayofweek,is_weekend,consumption_band
R0002011,2026-01-28 18:00:00,M013,south,commercial,0,99.7403951539823,73.04015062495642,True,1,-26.70024452902588,26.70024452902588,26.70024452902588,712.9030579097765,18,2,0,Q5
R0001379,2026-01-20 00:00:00,M011,east,industrial,0,95.44998235803126,69.47026732558301,True,1,-25.979715032448254,25.979715032448254,25.979715032448254,674.9455931672178,0,1,0,Q4
R0001975,2026-01-28 06:00:00,M013,south,commercial,0,89.01066714542155,63.15747121846186,True,1,-25.853195926959692,25.853195926959692,25.853195926959692,668.3877396377652,6,2,0,Q4
R0002018,2026-01-29 00:00:00,M002,east,industrial,0,102.3267317401428,76.92548997418986,True,1,-25.401241765952946,25.401241765952946,25.401241765952946,645.2230832523924,0,3,0,Q5
R0002059,2026-01-29 12:00:00,M007,south,commercial,0,94.71623334718169,69.88467998692839,True,1,-24.831553360253295,24.831553360253295,24.831553360253295,616.6060422831067,12,3,0,Q4
R0002388,2026-02-03 00:00:00,M012,north,residential,0,102.61947650291374,77.96875432133025,True,2,-24.65072218158349,24.65072218158349,24.65072218158349,607.6581040736123,0,1,0,Q5
R0001234,2026-01-18 00:00:00,M010,south,commercial,0,39.581790497757794,63.36336349709181,True,1,23.781572999334017,-23.781572999334017,23.781572999334017,565.5632143226527,0,6,1,Q1
R0001417,2026-01-20 12:00:00,M013,south,commercial,0,102.2453227513366,78.83094616342417,True,1,-23.41437658791243,23.41437658791243,23.41437658791243,548.2330310005817,12,1,0,Q5
R0001993,2026-01-28 12:00:00,M013,south,commercial,0,96.38724430007306,73.15686238880211,True,1,-23.230381911270953,23.230381911270953,23.230381911270953,539.6506437435047,12,2,0,Q5
R0001777,2026-01-25 12:00:00,M013,south,commercial,0,89.95415126098395,66.8373485163981,True,1,-23.116802744585854,23.116802744585854,23.116802744585854,534.3865691320921,12,6,1,Q4
R0001387,2026-01-20 06:00:00,M001,south,commercial,0,48.42018703888324,71.22805162501041,True,1,22.807864586127167,-22.807864586127167,22.807864586127167,520.1986869791137,6,1,0,Q1
R0001411,2026-01-20 12:00:00,M007,south,commercial,0,97.22855847259234,74.74285226049128,True,1,-22.485706212101064,22.485706212101064,22.485706212101064,505.6069838569204,12,1,0,Q5
R0001762,2026-01-25 06:00:00,M016,south,commercial,0,49.83594435408624,72.28711949686642,True,1,22.451175142780187,-22.451175142780187,22.451175142780187,504.05526529179093,6,6,1,Q1
R0003629,2026-02-20 06:00:00,M011,east,industrial,0,99.94244678949528,77.53164381063988,True,3,-22.4108029788554,22.4108029788554,22.4108029788554,502.2440901570741,6,4,0,Q5
R0001867,2026-01-26 18:00:00,M013,south,commercial,0,97.2156012549881,74.83662360700747,True,1,-22.378977647980633,22.378977647980633,22.378977647980633,500.8186405688168,18,0,0,Q5
R0002041,2026-01-29 06:00:00,M007,south,commercial,0,80.91951275956113,58.69956012714025,True,1,-22.219952632420878,22.219952632420878,22.219952632420878,493.7262949870275,6,3,0,Q3
R0002164,2026-01-31 00:00:00,M004,south,commercial,0,46.15610817823375,67.96078105443922,True,2,21.804672876205473,-21.804672876205473,21.804672876205473,475.44375923833064,0,5,1,Q1
R0002931,2026-02-10 12:00:00,M015,north,residential,0,56.14758491393556,77.74577839133444,True,2,21.59819347739888,-21.59819347739888,21.59819347739888,466.4819614871555,12,1,0,Q1
R0001180,2026-01-17 06:00:00,M010,south,commercial,0,47.57692579993339,69.00288545854409,True,1,21.425959658610694,-21.425959658610694,21.425959658610694,459.07174729241285,6,5,1,Q1
R0001435,2026-01-20 18:00:00,M013,south,commercial,0,97.50831606241276,76.24766746273036,True,1,-21.260648599682398,21.260648599682398,21.260648599682398,452.0151788791771,18,1,0,Q5
R0001747,2026-01-25 06:00:00,M001,south,commercial,0,45.04147599171651,66.07562881912453,True,1,21.034152827408022,-21.034152827408022,21.034152827408022,442.4355851667569,6,6,1,Q1
R0001874,2026-01-27 00:00:00,M002,east,industrial,0,96.45082236857438,75.58019934467546,True,1,-20.870623023898915,20.870623023898915,20.870623023898915,435.5829054056995,0,1,0,Q5
R0001249,2026-01-18 06:00:00,M007,south,commercial,0,71.3158457921303,50.47092582885215,True,1,-20.84491996327815,20.84491996327815,20.84491996327815,434.51068827547203,6,6,1,Q2
R0002682,2026-02-07 06:00:00,M000,north,residential,0,103.73836107463374,83.06992165381047,True,2,-20.668439420823276,20.668439420823276,20.668439420823276,427.1843880922416,6,5,1,Q5
R0001789,2026-01-25 18:00:00,M007,south,commercial,0,85.61681867276796,65.12967781365623,True,1,-20.487140859111733,20.487140859111733,20.487140859111733,419.7229405810854,18,6,1,Q3
R0002146,2026-01-30 18:00:00,M004,south,commercial,0,55.22918545112009,75.61393964118969,True,1,20.3847541900696,-20.3847541900696,20.3847541900696,415.5382033895601,18,4,0,Q1
R0001785,2026-01-25 18:00:00,M003,north,residential,0,97.13080392348756,76.78344421527088,True,1,-20.347359708216686,20.347359708216686,20.347359708216686,414.01504709555985,18,6,1,Q5
R0001433,2026-01-20 18:00:00,M011,east,industrial,0,90.80856470596106,70.50727828517321,True,1,-20.301286420787847,20.301286420787847,20.301286420787847,412.14223033886503,18,1,0,Q4
R0002333,2026-02-02 06:00:00,M011,east,industrial,0,104.33465148133594,84.03493621205295,True,2,-20.299715269282984,20.299715269282984,20.299715269282984,412.07844001396074,6,0,0,Q5
R0002949,2026-02-10 18:00:00,M015,north,residential,0,64.87780056492534,84.9697393087187,True,2,20.091938743793364,-20.091938743793364,20.091938743793364,403.68600248434484,18,1,0,Q2
R0001099,2026-01-16 06:00:00,M001,south,commercial,0,52.930365020634646,73.01840947649607,True,1,20.08804445586143,-20.08804445586143,20.08804445586143,403.5295300606651,6,4,0,Q1
R0002180,2026-01-31 06:00:00,M002,east,industrial,0,104.00967138844146,83.97674458151305,True,2,-20.032926806928415,20.032926806928415,20.032926806928415,401.3181564517511,6,5,1,Q5
R0001315,2026-01-19 06:00:00,M001,south,commercial,0,51.72434348437926,71.72407792727627,True,1,19.999734442897008,-19.999734442897008,19.999734442897008,399.9893777864009,6,0,0,Q1
R0001813,2026-01-26 00:00:00,M013,south,commercial,0,87.81861182695012,67.86766093601278,True,1,-19.950950890937335,19.950950890937335,19.950950890937335,398.04044145259326,0,0,0,Q4
R0002718,2026-02-07 18:00:00,M000,north,residential,0,103.67111302667853,83.72281790482798,True,2,-19.94829512185055,19.94829512185055,19.94829512185055,397.9344782684464,18,5,1,Q5
R0002913,2026-02-10 06:00:00,M015,north,residential,0,65.3586572294964,85.0571566539515,True,2,19.698499424455093,-19.698499424455093,19.698499424455093,388.03087957525764,6,1,0,Q2
R0002162,2026-01-31 00:00:00,M002,east,industrial,0,102.00480389814491,82.30644677233337,True,2,-19.69835712581154,19.69835712581154,19.69835712581154,388.02527345601027,0,5,1,Q5
R0002000,2026-01-28 18:00:00,M002,east,industrial,0,87.43002468934061,67.7615290317002,True,1,-19.668495657640406,19.668495657640406,19.668495657640406,386.84972143461954,18,2,0,Q4
R0001807,2026-01-26 00:00:00,M007,south,commercial,0,77.83652569762548,58.18693943832741,True,1,-19.64958625929807,19.64958625929807,19.64958625929807,386.10624016159545,0,0,0,Q3
